HOLEID FROM TO SAMPLETYPE Au
DDH0893 47.4 48.62 Diamond 0.023
DDH0893 48.62 49.99 Diamond 0.661
DDH0893 49.99 51.21 Diamond 0.8
DDH0893 51.21 52.7 Diamond 0.973
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0893 52.7 54.22 Diamond 3.31
DDH0893 54.22 55.81 Diamond 0.135
DDH0893 55.81 57.52 Diamond 0.42
DDH0893 57.52 58.49 Diamond 0.081
DDH0893 58.49 59.92 Diamond 0.062
DDH0893 59.92 61.94 Diamond 0.053
DDH0893 61.94 62.64 Diamond 0.077
DDH0893 62.64 63.58 Diamond 0.083
DDH0893 63.58 64.77 Diamond 0.075
DDH0893 64.77 65.84 Diamond 0.221
DDH0893 65.84 66.63 Diamond 1.375
DDH0893 66.63 67.21 Diamond 0.542
DDH0893 67.21 68.73 Diamond 0.612
DDH0893 68.73 69.86 Diamond 0.965
DDH0893 69.86 70.99 Diamond 3.88
DDH0893 70.99 72.51 Diamond 0.077
DDH0893 72.51 74.04 Diamond 0.036
DDH0893 74.04 75.56 Diamond 0.034
DDH0893 75.56 77.08 Diamond 0.005
DDH0893 77.08 78.61 Diamond 0.007
DDH0893 78.61 80.13 Diamond 0.012
DDH0893 80.13 81.59 Diamond 0.046
DDH0893 81.59 82.94 Diamond 0.124
DDH0893 82.94 84.19 Diamond 0.145
DDH0893 84.19 85.5 Diamond 0.274
DDH0894 0 18.78 NS -1
DDH0894 18.78 21.46 Diamond 1.965
DDH0894 21.46 22.52 Diamond 0.194
DDH0894 22.52 23.56 Diamond 0.194
DDH0894 23.56 24.87 Diamond 0.41
DDH0894 24.87 26.4 Diamond 0.161
DDH0894 26.4 27.43 Diamond 0.271
DDH0894 27.43 29.05 Diamond 0.315
DDH0894 29.05 30.78 Diamond 0.603
DDH0894 30.78 32.49 Diamond 1.065
DDH0894 32.49 34.11 Diamond 1.775
DDH0894 34.11 35.02 Diamond 2.35
DDH0894 35.02 35.54 Diamond 1.045
DDH0894 35.54 37.06 Diamond 1.995
DDH0894 37.06 37.86 Diamond 1.335
DDH0894 37.86 38.92 Diamond 0.606
DDH0894 38.92 40.11 Diamond 0.32
DDH0894 40.11 41.57 Diamond 0.479
DDH0894 41.57 43.1 Diamond 2.15
DDH0894 43.1 43.95 Diamond 2.46
DDH0894 43.95 44.56 Diamond 1.78
DDH0894 44.56 46.42 Diamond 0.363
DDH0894 46.42 47.52 Diamond 0.282
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0894 47.52 48.8 Diamond 0.012
DDH0894 48.8 50.2 Diamond 0.887
DDH0894 50.2 50.87 Diamond 0.267
DDH0894 50.87 51.79 Diamond 0.78
DDH0894 51.79 52.91 Diamond 0.157
DDH0894 52.91 53.98 Diamond 0.098
DDH0894 53.98 55.75 Diamond 0.073
DDH0894 55.75 57.06 Diamond 0.154
DDH0894 57.06 58.4 Diamond 0.253
DDH0894 58.4 59.16 Diamond 0.074
DDH0894 59.16 60.26 Diamond 0.546
DDH0894 60.26 61.45 Diamond 0.172
DDH0894 61.45 62.91 Diamond 0.154
DDH0894 62.91 64.53 Diamond 0.116
DDH0894 64.53 66.29 Diamond 0.295
DDH0894 66.29 67.54 Diamond 0.146
DDH0894 67.54 69.37 Diamond 0.211
DDH0894 69.37 70.59 Diamond 0.15
DDH0894 70.59 71.72 Diamond 0.235
DDH0894 71.72 73.64 Diamond 0.329
DDH0894 73.64 74.49 Diamond 0.375
DDH0894 74.49 75.26 Diamond 0.497
DDH0894 75.26 76.02 Diamond 0.27
DDH0894 76.02 77.51 Diamond 0.454
DDH0894 77.51 79 Diamond 0.186
DDH0894 79 79.74 Diamond 0.44
DDH0894 79.74 81.59 Diamond 0.103
DDH0894 81.59 82.36 Diamond 0.175
DDH0894 82.36 83.24 Diamond 0.07
DDH0894 83.24 86.08 Diamond 0.013
DDH0894 86.08 90.4 Diamond 0.009
DDH0894 90.4 91.93 Diamond 0.27
DDH0894 91.93 94.31 Diamond 0.204
DDH0894 94.31 95.22 Diamond 0.102
DDH0894 95.22 96.5 Diamond 0.125
DDH0895 0 28.41 NS -1
DDH0895 28.41 29.99 Diamond 0.779
DDH0895 29.99 31.76 Diamond 0.93
DDH0895 31.76 32.74 Diamond 0.761
DDH0895 32.74 34.02 Diamond 0.726
DDH0895 34.02 35.17 Diamond 0.924
DDH0895 35.17 36.67 Diamond 0.647
DDH0895 36.67 38.16 Diamond 0.759
DDH0895 38.16 38.74 Diamond 0.354
DDH0895 38.74 39.62 Diamond 2.128
DDH0895 39.62 40.78 Diamond 0.833
DDH0895 40.78 41.94 Diamond 1.099
DDH0895 41.94 43.86 Diamond 0.299
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0895 43.86 45.38 Diamond 0.785
DDH0895 45.38 46.82 Diamond 0.837
DDH0895 46.82 48.4 Diamond 1.072
DDH0895 48.4 49.19 Diamond 0.359
DDH0895 49.19 51.05 Diamond 0.39
DDH0895 51.05 52.58 Diamond 0.657
DDH0895 52.58 54.1 Diamond 1.087
DDH0895 54.1 55.63 Diamond 1.348
DDH0895 55.63 56.78 Diamond 1.314
DDH0895 56.78 58.06 Diamond 2.91
DDH0895 58.06 59.34 Diamond 1.394
DDH0895 59.34 60.87 Diamond 1.317
DDH0895 60.87 62.39 Diamond 0.142
DDH0895 62.39 63.92 Diamond 0.11
DDH0895 63.92 65.44 Diamond 0.035
DDH0895 65.44 66.66 Diamond 0.242
DDH0895 66.66 67.82 Diamond 0.293
DDH0895 67.82 69.34 Diamond 1.63
DDH0895 69.34 70.65 Diamond 0.229
DDH0895 70.65 71.93 Diamond 0.052
DDH0895 71.93 73.24 Diamond 0.134
DDH0895 73.24 74.37 Diamond 0.268
DDH0895 74.37 75.93 Diamond 0.066
DDH0895 75.93 76.84 Diamond 0.477
DDH0895 76.84 78.27 Diamond 0.342
DDH0895 78.27 79.77 Diamond 1.344
DDH0895 79.77 80.5 Diamond 0.264
DDH0895 80.5 82.02 Diamond 0.154
DDH0895 82.02 83.97 Diamond 0.183
DDH0895 83.97 85.5 Diamond 0.161
DDH0895 85.5 86.99 Diamond 0.584
DDH0895 86.99 88.57 Diamond 0.678
DDH0895 88.57 90.1 Diamond 0.088
DDH0895 90.1 91.65 Diamond 0.141
DDH0895 91.65 93.33 Diamond 0.261
DDH0895 93.33 94.85 Diamond 0.171
DDH0895 94.85 96.38 Diamond 0.048
DDH0895 96.38 97.9 Diamond 0.147
DDH0895 97.9 99.43 Diamond 0.123
DDH0895 99.43 101.13 Diamond 0.065
DDH0895 101.13 102.81 Diamond 0.035
DDH0895 102.81 104.55 Diamond 0.057
DDH0895 104.55 105.55 Diamond 0.11
DDH0895 105.55 107.08 Diamond 0.077
DDH0895 107.08 108.81 Diamond 0.201
DDH0895 108.81 110.64 Diamond 0.269
DDH0895 110.64 112.01 Diamond 0.235
DDH0895 112.01 113.54 Diamond 0.211
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0895 113.54 115.06 Diamond 0.191
DDH0895 115.06 116.59 Diamond 0.113
DDH0895 116.59 118.11 Diamond 0.095
DDH0895 118.11 119.63 Diamond 0.166
DDH0895 119.63 121.22 Diamond 0.409
DDH0895 121.22 121.86 Diamond 0.343
DDH0895 121.86 123.38 Diamond 0.278
DDH0895 123.38 124.63 Diamond 0.267
DDH0895 124.63 125.85 Diamond 0.483
DDH0895 125.85 127.04 Diamond 0.529
DDH0895 127.04 128.99 Diamond 0.283
DDH0895 128.99 130.15 Diamond 0.109
DDH0896 0 0.55 NS -1
DDH0896 0.55 3.57 Diamond 0.298
DDH0896 3.57 5.09 NS -1
DDH0896 5.09 6.52 Diamond 0.312
DDH0896 6.52 7.77 Diamond 1.151
DDH0896 7.77 8.99 Diamond 0.55
DDH0896 8.99 10.24 Diamond 1.369
DDH0896 10.24 11.19 Diamond 3.091
DDH0896 11.19 12.71 Diamond 1.577
DDH0896 12.71 14.23 Diamond 0.766
DDH0896 14.23 16.06 Diamond 0.293
DDH0896 16.06 17.1 Diamond 0.108
DDH0896 17.1 18.35 Diamond 0.296
DDH0896 18.35 19.51 Diamond 0.882
DDH0896 19.51 20.94 Diamond 3.626
DDH0896 20.94 22.46 Diamond 2.089
DDH0896 22.46 23.99 Diamond 0.495
DDH0896 23.99 25.51 Diamond 0.407
DDH0896 25.51 27.04 Diamond 0.977
DDH0896 27.04 28.44 Diamond 0.291
DDH0896 28.44 29.96 Diamond 0.166
DDH0896 29.96 31.36 Diamond 0.122
DDH0896 31.36 32.67 Diamond 0.274
DDH0896 32.67 34.05 Diamond 0.549
DDH0896 34.05 35.84 Diamond 0.618
DDH0896 35.84 37 Diamond 1.323
DDH0896 37 38.62 Diamond 0.315
DDH0896 38.62 40.14 Diamond 0.068
DDH0896 40.14 41.67 Diamond 0.08
DDH0896 41.67 43.19 Diamond 0.066
DDH0896 43.19 44.71 Diamond 0.111
DDH0896 44.71 46.24 Diamond 0.047
DDH0896 46.24 47.95 Diamond 0.101
DDH0896 47.95 49.41 Diamond 0.092
DDH0896 49.41 51.18 Diamond 0.081
DDH0896 51.18 52.33 Diamond 0.125
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0896 52.33 53.52 Diamond 0.075
DDH0896 53.52 55.17 Diamond 0.651
DDH0896 55.17 56.81 Diamond 0.708
DDH0896 56.81 58.34 Diamond 0.365
DDH0896 58.34 59.74 Diamond 0.363
DDH0896 59.74 61.02 Diamond 0.204
DDH0896 61.02 62.54 Diamond 0.064
DDH0896 62.54 64.16 Diamond 0.115
DDH0896 64.16 65.78 Diamond 0.145
DDH0896 65.78 67.42 Diamond 0.048
DDH0896 67.42 68 Diamond 0.016
DDH0896 68 69.59 Diamond 0.039
DDH0896 69.59 71.11 Diamond 0.051
DDH0896 71.11 72.63 Diamond 0.013
DDH0896 72.63 74.28 Diamond 0.024
DDH0896 74.28 75.83 Diamond 0.189
DDH0896 75.83 77.36 Diamond 0.109
DDH0896 77.36 78.88 Diamond 0.169
DDH0896 78.88 80.41 Diamond 0.089
DDH0896 80.41 82.2 Diamond 0.068
DDH0896 82.2 83.97 Diamond 0.098
DDH0896 83.97 85.86 Diamond 0.028
DDH0897 0 18.47 NS -1
DDH0897 18.47 18.78 Diamond 2.643
DDH0897 18.78 19.99 Diamond 1.276
DDH0897 19.99 20.82 Diamond 3.057
DDH0897 20.82 22.62 Diamond 0.885
DDH0897 22.62 23.68 Diamond 0.536
DDH0897 23.68 25.02 Diamond 0.602
DDH0897 25.02 27.13 Diamond 0.353
DDH0897 27.13 28.04 Diamond 0.386
DDH0897 28.04 29.44 Diamond 0.761
DDH0897 29.44 30.97 Diamond 1.055
DDH0897 30.97 32.49 Diamond 0.298
DDH0897 32.49 33.31 Diamond 0.392
DDH0897 33.31 34.38 Diamond 0.621
DDH0897 34.38 35.23 Diamond 0.261
DDH0897 35.23 35.87 Diamond -1
DDH0897 35.87 37.37 Diamond 0.71
DDH0897 37.37 38.25 Diamond 0.553
DDH0897 38.25 39.35 Diamond 2.162
DDH0897 39.35 39.96 Diamond 1.942
DDH0897 39.96 41.64 Diamond 2.028
DDH0897 41.64 43.68 Diamond 2.42
DDH0897 43.68 44.68 Diamond 1.643
DDH0897 44.68 46.06 Diamond 3.525
DDH0897 46.06 46.76 Diamond 1.83
DDH0897 46.76 48.77 Diamond 0.644
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0897 48.77 49.32 Diamond 1.412
DDH0897 49.32 49.93 Diamond 2.467
DDH0897 49.93 51.15 Diamond 0.887
DDH0897 51.15 52.3 Diamond 3.145
DDH0897 52.3 53.83 Diamond 1.927
DDH0897 53.83 55.63 Diamond 0.761
DDH0897 55.63 56.88 Diamond 0.885
DDH0897 56.88 58.4 Diamond 0.483
DDH0897 58.4 59.71 Diamond 0.714
DDH0897 59.71 61.45 Diamond 5.115
DDH0897 61.45 62.18 Diamond 0.834
DDH0897 62.18 63.52 Diamond 0.572
DDH0897 63.52 64.34 Diamond 1.91
DDH0897 64.34 65.32 Diamond 0.543
DDH0897 65.32 66.2 Diamond 0.508
DDH0897 66.2 67.73 Diamond 0.473
DDH0897 67.73 68.88 Diamond 0.803
DDH0897 68.88 70.59 Diamond 0.469
DDH0897 70.59 71.57 Diamond 1.147
DDH0897 71.57 73.12 Diamond 0.792
DDH0897 73.12 73.73 Diamond 4.461
DDH0897 73.73 74.65 Diamond 1.428
DDH0897 74.65 75.5 Diamond 0.727
DDH0897 75.5 76.9 Diamond 0.401
DDH0897 76.9 77.82 Diamond 0.482
DDH0897 77.82 79.74 Diamond 0.858
DDH0897 79.74 80.68 Diamond 0.842
DDH0897 80.68 82.57 Diamond 0.098
DDH0897 82.57 83.21 Diamond 0.106
DDH0897 83.21 84 Diamond 0.052
DDH0897 84 85.1 Diamond 0.083
DDH0897 85.1 85.83 Diamond 0.018
DDH0897 85.83 87.36 Diamond 0.005
DDH0897 87.36 88.88 Diamond 0.012
DDH0897 88.88 91.07 Diamond 0.019
DDH0897 91.07 92.78 Diamond 0.005
DDH0897 92.78 94.98 Diamond 0.005
DDH0897 94.98 96.5 Diamond 0.016
DDH0897 96.5 98.02 Diamond 0.012
DDH0897 98.02 99.55 Diamond 0.168
DDH0897 99.55 101.22 Diamond 0.103
DDH0897 101.22 102.47 Diamond 0.179
DDH0897 102.47 104.36 Diamond 0.076
DDH0897 104.36 105.95 Diamond 0.052
DDH0897 105.95 107.17 Diamond 0.056
DDH0897 107.17 108.36 Diamond 0.041
DDH0897 108.36 110.22 Diamond 0.072
DDH0897 110.22 111.74 Diamond 0.112
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0898 0 3.54 NS -1
DDH0898 3.54 6.58 Diamond 0.003
DDH0898 6.58 9.63 Diamond 0.003
DDH0898 9.63 11.34 Diamond 0.003
DDH0898 11.34 12.25 Diamond 0.003
DDH0898 12.25 14.81 Diamond 0.003
DDH0898 14.81 17.74 Diamond 0.003
DDH0898 17.74 20.79 Diamond 0.003
DDH0898 20.79 23.35 Diamond 0.003
DDH0898 23.35 26.4 Diamond 0.003
DDH0898 26.4 29.44 Diamond 0.003
DDH0898 29.44 31.85 Diamond 0.003
DDH0898 31.85 34.11 Diamond 0.003
DDH0898 34.11 36.15 Diamond 0.003
DDH0898 36.15 38.59 Diamond 0.003
DDH0898 38.59 40.81 Diamond 0.003
DDH0898 40.81 43.86 Diamond 0.003
DDH0898 43.86 47.06 Diamond 0.003
DDH0898 47.06 50.23 Diamond 0.019
DDH0898 50.23 51.51 Diamond 0.003
DDH0898 51.51 53.64 Diamond 0.019
DDH0898 53.64 56.69 Diamond 0.003
DDH0898 56.69 58.77 Diamond 0.006
DDH0898 58.77 60.93 Diamond 0.003
DDH0898 60.93 62.79 Diamond 0.003
DDH0898 62.79 65.23 Diamond 0.017
DDH0898 65.23 67.51 Diamond 0.016
DDH0898 67.51 70.5 Diamond 0.003
DDH0898 70.5 72.63 Diamond 0.003
DDH0898 72.63 75.68 Diamond 0.003
DDH0898 75.68 78.76 Diamond 0.003
DDH0898 78.76 81.81 Diamond 0.003
DDH0898 81.81 84.83 Diamond 0.003
DDH0898 84.83 87.87 Diamond 0.003
DDH0898 87.87 90.92 Diamond 0.003
DDH0898 90.92 93.97 Diamond 0.003
DDH0898 93.97 97.02 Diamond 0.003
DDH0898 97.02 99.33 Diamond 0.003
DDH0898 99.33 102.41 Diamond 0.003
DDH0898 102.41 103.48 Diamond 0.003
DDH0898 103.48 106.53 Diamond 0.003
DDH0898 106.53 109.58 Diamond 0.003
DDH0898 109.58 112.62 Diamond 0.003
DDH0898 112.62 115.67 Diamond 0.003
DDH0898 115.67 117.96 Diamond 0.003
DDH0898 117.96 121.04 Diamond 0.003
DDH0898 121.04 122.74 Diamond 0.003
DDH0898 122.74 126 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0898 126 128.05 Diamond 0.003
DDH0898 128.05 128.87 Diamond 0.003
DDH0898 128.87 130.27 Diamond 0.003
DDH0898 130.27 132.37 Diamond 0.003
DDH0898 132.37 135.42 Diamond 0.003
DDH0898 135.42 138.47 Diamond 0.003
DDH0898 138.47 141.52 Diamond 0.003
DDH0898 141.52 144.57 Diamond 0.003
DDH0898 144.57 147.61 Diamond 0.003
DDH0898 147.61 150.66 Diamond 0.003
DDH0898 150.66 153.01 Diamond 0.003
DDH0898 153.01 155.75 Diamond 0.005
DDH0898 155.75 157.67 Diamond 0.003
DDH0898 157.67 159.62 Diamond 0.003
DDH0898 159.62 162.46 Diamond 0.003
DDH0898 162.46 165.51 Diamond 0.003
DDH0898 165.51 168.55 Diamond 0.003
DDH0898 168.55 171.57 Diamond 0.003
DDH0898 171.57 174.65 Diamond 0.003
DDH0898 174.65 177.7 Diamond 0.003
DDH0898 177.7 180.75 Diamond 0.003
DDH0898 180.75 183.82 Diamond 0.003
DDH0898 183.82 186.84 Diamond 0.003
DDH0898 186.84 189.89 Diamond 0.003
DDH0898 189.89 191.96 Diamond 0.034
DDH0898 191.96 192.6 Diamond 0.003
DDH0898 192.6 194.13 Diamond 0.003
DDH0898 194.13 195.29 Diamond 0.003
DDH0898 195.29 198.33 Diamond 0.084
DDH0898 198.33 201.84 Diamond 0.075
DDH0898 201.84 203.36 Diamond 0.003
DDH0898 203.36 204.89 Diamond 0.003
DDH0898 204.89 206.04 Diamond 0.003
DDH0898 206.04 207.26 Diamond 0.035
DDH0898 207.26 207.87 Diamond 0.023
DDH0898 207.87 209.4 Diamond 2.28
DDH0898 209.4 210.62 Diamond 5.05
DDH0898 210.62 212.48 Diamond 5.85
DDH0898 212.48 214 Diamond 8.03
DDH0898 214 215.52 Diamond 7.5
DDH0898 215.52 217.02 Diamond 5.03
DDH0898 217.02 218.54 Diamond 9.75
DDH0898 218.54 220.04 Diamond 7.98
DDH0898 220.04 221.56 Diamond 9.15
DDH0898 221.56 223.24 Diamond 3.4
DDH0898 223.24 224.88 Diamond 0.86
DDH0898 224.88 226.41 Diamond 2.67
DDH0898 226.41 227.93 Diamond 6.62
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0898 227.93 229.76 Diamond 4.78
DDH0898 229.76 231.59 Diamond 7.26
DDH0898 231.59 233.08 Diamond 1.2
DDH0898 233.08 234.18 Diamond 11.4
DDH0898 234.18 234.64 Diamond 1.725
DDH0898 234.64 236.16 Diamond 2.21
DDH0898 236.16 237.71 Diamond 0.425
DDH0898 237.71 239.24 Diamond 0.073
DDH0898 239.24 240.76 Diamond 0.003
DDH0898 240.76 242.29 Diamond 0.003
DDH0898 242.29 244.21 Diamond 0.003
DDH0898 244.21 245.09 Diamond 0.003
DDH0898 245.09 246.61 Diamond 0.003
DDH0898 246.61 248.14 Diamond 0.003
DDH0898 248.14 249.66 Diamond 0.003
DDH0898 249.66 251.19 Diamond 0.003
DDH0898 251.19 252.68 Diamond 0.003
DDH0898 252.68 254.2 Diamond 0.003
DDH0898 254.2 255.76 Diamond 0.003
DDH0898 255.76 257.28 Diamond 0.003
DDH0898 257.28 258.9 Diamond 0.003
DDH0898 258.9 261 Diamond 0.011
DDH0899 0 5.06 NS -1
DDH0899 5.06 6.58 Diamond 0.003
DDH0899 6.58 8.11 Diamond 0.003
DDH0899 8.11 9.63 Diamond 0.003
DDH0899 9.63 11.16 Diamond 0.01
DDH0899 11.16 12.68 Diamond 0.003
DDH0899 12.68 14.2 Diamond 0.003
DDH0899 14.2 15.73 NS -1
DDH0899 15.73 17.25 Diamond 0.003
DDH0899 17.25 18.78 Diamond 0.003
DDH0899 18.78 20.3 Diamond 0.003
DDH0899 20.3 21.82 Diamond 0.003
DDH0899 21.82 23.35 Diamond 0.003
DDH0899 23.35 24.87 Diamond 0.003
DDH0899 24.87 26.4 Diamond 0.003
DDH0899 26.4 27.92 Diamond 0.003
DDH0899 27.92 29.44 NS -1
DDH0899 29.44 30.97 Diamond 0.003
DDH0899 30.97 33.16 Diamond 0.003
DDH0899 33.16 35.54 Diamond 0.003
DDH0899 35.54 38.59 Diamond 0.003
DDH0899 38.59 41.64 Diamond 0.003
DDH0899 41.64 44.68 Diamond 0.003
DDH0899 44.68 47.73 Diamond 0.003
DDH0899 47.73 50.78 Diamond 0.003
DDH0899 50.78 53.83 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0899 53.83 57.06 Diamond 0.003
DDH0899 57.06 60.11 Diamond 0.003
DDH0899 60.11 63.15 Diamond 0.003
DDH0899 63.15 66.2 Diamond 0.003
DDH0899 66.2 69.25 Diamond 0.003
DDH0899 69.25 72.3 Diamond 0.003
DDH0899 72.3 75.5 Diamond 0.003
DDH0899 75.5 76.87 Diamond 0.003
DDH0899 76.87 77.66 Diamond 0.003
DDH0899 77.66 79.19 Diamond 0.003
DDH0899 79.19 80.41 Diamond 0.003
DDH0899 80.41 81.44 Diamond 0.003
DDH0899 81.44 84.49 Diamond 0.003
DDH0899 84.49 87.54 Diamond 0.003
DDH0899 87.54 90.59 Diamond 0.003
DDH0899 90.59 93.63 Diamond 0.003
DDH0899 93.63 96.68 Diamond 0.003
DDH0899 96.68 99.73 Diamond 0.003
DDH0899 99.73 102.78 Diamond 0.003
DDH0899 102.78 105.83 Diamond 0.003
DDH0899 105.83 108.87 Diamond 0.003
DDH0899 108.87 111.92 Diamond 0.003
DDH0899 111.92 114.97 Diamond 0.003
DDH0899 114.97 118.02 Diamond 0.003
DDH0899 118.02 121.07 Diamond 0.003
DDH0899 121.07 124.11 Diamond 0.003
DDH0899 124.11 127.16 Diamond 0.003
DDH0899 127.16 129.54 Diamond 0.003
DDH0899 129.54 130.67 Diamond 0.003
DDH0899 130.67 133.62 Diamond 0.003
DDH0899 133.62 134.66 Diamond 0.006
DDH0899 134.66 136.12 Diamond 0.003
DDH0899 136.12 136.73 Diamond 0.003
DDH0899 136.73 139.35 Diamond 0.003
DDH0899 139.35 142.4 Diamond 0.003
DDH0899 142.4 145.45 Diamond 0.003
DDH0899 145.45 148.5 Diamond 0.003
DDH0899 148.5 151.55 Diamond 0.003
DDH0899 151.55 154.59 Diamond 0.003
DDH0899 154.59 157.64 Diamond 0.003
DDH0899 157.64 160.69 Diamond 0.003
DDH0899 160.69 163.74 Diamond 0.003
DDH0899 163.74 166.79 Diamond 0.003
DDH0899 166.79 169.83 Diamond 0.056
DDH0899 169.83 172.88 Diamond 0.003
DDH0899 172.88 175.93 Diamond 0.003
DDH0899 175.93 178.98 Diamond 0.003
DDH0899 178.98 182.03 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0899 182.03 185.07 Diamond 0.003
DDH0899 185.07 188.12 Diamond 0.003
DDH0899 188.12 191.17 Diamond 0.003
DDH0899 191.17 194.22 Diamond 0.003
DDH0899 194.22 197.27 Diamond 0.003
DDH0899 197.27 200.31 Diamond 0.003
DDH0899 200.31 203.36 Diamond 0.109
DDH0899 203.36 206.41 Diamond 0.003
DDH0899 206.41 209.46 Diamond 0.029
DDH0899 209.46 212.51 Diamond 0.003
DDH0899 212.51 215.55 Diamond 0.062
DDH0899 215.55 217.17 Diamond 0.007
DDH0899 217.17 218.6 Diamond 0.018
DDH0899 218.6 221.65 Diamond 0.049
DDH0899 221.65 224.7 Diamond 0.123
DDH0899 224.7 226.53 Diamond 0.1
DDH0899 226.53 227.75 Diamond 1.965
DDH0899 227.75 229.27 Diamond 1.715
DDH0899 229.27 230.79 Diamond 1.43
DDH0899 230.79 231.86 Diamond 0.507
DDH0899 231.86 232.93 Diamond 9.73
DDH0899 232.93 234.15 Diamond 0.067
DDH0899 234.15 235.55 Diamond 0.003
DDH0899 235.55 236.89 Diamond 4.88
DDH0899 236.89 238.41 Diamond 1.825
DDH0899 238.41 239.94 Diamond 0.748
DDH0899 239.94 241.46 Diamond 0.643
DDH0899 241.46 242.47 Diamond 0.616
DDH0899 242.47 243.47 Diamond 0.577
DDH0899 243.47 244.69 Diamond 0.18
DDH0899 244.69 246.03 Diamond 0.911
DDH0899 246.03 247.56 Diamond 0.778
DDH0899 247.56 249.08 Diamond 0.104
DDH0899 249.08 250.15 Diamond 0.432
DDH0899 250.15 251.28 Diamond 0.483
DDH0899 251.28 252.4 Diamond 3.34
DDH0899 252.4 253.35 Diamond 0.889
DDH0899 253.35 254.14 Diamond 9.35
DDH0899 254.14 255.67 Diamond 0.735
DDH0899 255.67 256.79 Diamond 0.3
DDH0899 256.79 258.32 Diamond 1.745
DDH0899 258.32 259.23 Diamond 3.93
DDH0899 259.23 259.99 Diamond 11.3
DDH0899 259.99 261.52 Diamond 0.924
DDH0899 261.52 262.46 Diamond 0.938
DDH0899 262.46 263.99 Diamond 2.53
DDH0899 263.99 264.93 Diamond 1.335
DDH0899 264.93 265.94 Diamond 0.148
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0899 265.94 266.85 Diamond 0.16
DDH0899 266.85 267.92 Diamond 0.492
DDH0899 267.92 269.08 Diamond 0.218
DDH0899 269.08 270.6 Diamond 0.033
DDH0899 270.6 272.03 Diamond 0.587
DDH0899 272.03 273.1 Diamond 0.01
DDH0899 273.1 273.71 Diamond 1.08
DDH0899 273.71 275.23 Diamond 0.082
DDH0899 275.23 276.76 Diamond 0.039
DDH0899 276.76 278.13 Diamond 0.006
DDH0899 278.13 278.47 Diamond 0.011
DDH0899 278.47 279.56 Diamond 0.003
DDH0899 279.56 281.09 Diamond 0.003
DDH0899 281.09 282.61 Diamond 0.003
DDH0899 282.61 284.13 Diamond 0.003
DDH0899 284.13 285.66 Diamond 0.167
DDH0899 285.66 287.18 Diamond 0.259
DDH0899 287.18 288.71 Diamond 0.038
DDH0899 288.71 290.23 Diamond 0.003
DDH0899 290.23 291.75 Diamond 0.003
DDH0899 291.75 293.28 Diamond 0.003
DDH0899 293.28 294.92 Diamond 0.062
DDH0899 294.92 296.45 Diamond 0.031
DDH0899 296.45 297.97 Diamond 0.142
DDH0899 297.97 299.62 Diamond 0.003
DDH0899 299.62 301.14 Diamond 0.003
DDH0899 301.14 302.15 Diamond 0.006
DDH0899 302.15 302.94 Diamond 0.048
DDH0899 302.94 304.46 Diamond 0.214
DDH0899 304.46 305.38 Diamond 0.408
DDH0899 305.38 306.38 Diamond 0.129
DDH0899 306.38 307.6 Diamond 0.063
DDH0899 307.6 308.82 Diamond 0.161
DDH0899 308.82 310.04 Diamond 0.314
DDH0900 0 0.3 NS -1
DDH0900 0.3 1.83 Diamond 0.008
DDH0900 1.83 3.35 Diamond 0.003
DDH0900 3.35 6.4 Diamond 0.003
DDH0900 6.4 9.45 NS -1
DDH0900 9.45 12.5 Diamond 0.003
DDH0900 12.5 15.54 Diamond 0.003
DDH0900 15.54 18.59 Diamond 0.003
DDH0900 18.59 21.64 Diamond 0.003
DDH0900 21.64 25.12 Diamond 0.003
DDH0900 25.12 27.74 Diamond 0.003
DDH0900 27.74 30.78 Diamond 0.003
DDH0900 30.78 33.83 Diamond 0.003
DDH0900 33.83 36.88 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0900 36.88 39.93 Diamond 0.003
DDH0900 39.93 42.98 Diamond 0.003
DDH0900 42.98 44.81 Diamond 0.003
DDH0900 44.81 47.85 Diamond 0.003
DDH0900 47.85 50.9 Diamond 0.003
DDH0900 50.9 53.95 Diamond 0.003
DDH0900 53.95 57 Diamond 0.003
DDH0900 57 60.05 Diamond 0.003
DDH0900 60.05 63.09 Diamond 0.003
DDH0900 63.09 66.14 Diamond 0.003
DDH0900 66.14 69.19 Diamond 0.003
DDH0900 69.19 72.24 Diamond 0.003
DDH0900 72.24 75.29 Diamond 0.003
DDH0900 75.29 78.33 Diamond 0.009
DDH0900 78.33 81.38 Diamond 0.003
